"port","proto","svc","info"
"35299","tcp","unknown",""
"35300","tcp","unknown",""
"35301","tcp","unknown",""
"35302","tcp","unknown",""
"35303","tcp","unknown",""
"35304","tcp","unknown",""
"35305","tcp","unknown",""
"35306","tcp","unknown",""
"35307","tcp","unknown",""
"35308","tcp","unknown",""
"35309","tcp","unknown",""
"35310","tcp","unknown",""
"35311","tcp","unknown",""
"35312","tcp","unknown",""
"35313","tcp","unknown",""
"35314","tcp","unknown",""
"35315","tcp","unknown",""
"35316","tcp","unknown",""
"35317","tcp","unknown",""
"35318","tcp","unknown",""
"35319","tcp","unknown",""
"35320","tcp","unknown",""
"35321","tcp","unknown",""
"35322","tcp","unknown",""
"35323","tcp","unknown",""
"35324","tcp","unknown",""
"35325","tcp","unknown",""
"35326","tcp","unknown",""
"35327","tcp","unknown",""
"35328","tcp","unknown",""
"35329","tcp","unknown",""
"35330","tcp","unknown",""
"35331","tcp","unknown",""
"35332","tcp","unknown",""
"35333","tcp","unknown",""
"35334","tcp","unknown",""
"35335","tcp","unknown",""
"35336","tcp","unknown",""
"35337","tcp","unknown",""
"35338","tcp","unknown",""
"35339","tcp","unknown",""
"35340","tcp","unknown",""
"35341","tcp","unknown",""
"35342","tcp","unknown",""
"35343","tcp","unknown",""
"35344","tcp","unknown",""
"35345","tcp","unknown",""
"35346","tcp","unknown",""
"35347","tcp","unknown",""
"35348","tcp","unknown",""
"35349","tcp","unknown",""
"35350","tcp","unknown",""
"35351","tcp","unknown",""
"35352","tcp","unknown",""
"35353","tcp","unknown",""
"35354","tcp","kitim","KIT Messenger"
"35355","tcp","altova-lm","altova-lm"
"35356","tcp","guttersnex","Gutters Note Exchange"
"35357","tcp","openstack-id","OpenStack ID Service"
"35358","tcp","unknown",""
"35359","tcp","unknown",""
"35360","tcp","unknown",""
"35361","tcp","unknown",""
"35362","tcp","unknown",""
"35363","tcp","unknown",""
"35364","tcp","unknown",""
"35365","tcp","unknown",""
"35366","tcp","unknown",""
"35367","tcp","unknown",""
"35368","tcp","unknown",""
"35369","tcp","unknown",""
"35370","tcp","unknown",""
"35371","tcp","unknown",""
"35372","tcp","unknown",""
"35373","tcp","unknown",""
"35374","tcp","unknown",""
"35375","tcp","unknown",""
"35376","tcp","unknown",""
"35377","tcp","unknown",""
"35378","tcp","unknown",""
"35379","tcp","unknown",""
"35380","tcp","unknown",""
"35381","tcp","unknown",""
"35382","tcp","unknown",""
"35383","tcp","unknown",""
"35384","tcp","unknown",""
"35385","tcp","unknown",""
"35386","tcp","unknown",""
"35387","tcp","unknown",""
"35388","tcp","unknown",""
"35389","tcp","unknown",""
"35390","tcp","unknown",""
"35391","tcp","unknown",""
"35392","tcp","unknown",""
"35393","tcp","unknown",""
"35394","tcp","unknown",""
"35395","tcp","unknown",""
"35396","tcp","unknown",""
"35397","tcp","unknown",""
"35398","tcp","unknown",""
"35399","tcp","unknown",""
"35400","tcp","unknown",""
"35401","tcp","unknown",""
"35402","tcp","unknown",""
"35403","tcp","unknown",""
"35404","tcp","unknown",""
"35405","tcp","unknown",""
"35406","tcp","unknown",""
"35407","tcp","unknown",""
"35408","tcp","unknown",""
"35409","tcp","unknown",""
"35410","tcp","unknown",""
"35411","tcp","unknown",""
"35412","tcp","unknown",""
"35413","tcp","unknown",""
"35414","tcp","unknown",""
"35415","tcp","unknown",""
"35416","tcp","unknown",""
"35417","tcp","unknown",""
"35418","tcp","unknown",""
"35419","tcp","unknown",""
"35420","tcp","unknown",""
"35421","tcp","unknown",""
"35422","tcp","unknown",""
"35423","tcp","unknown",""
"35424","tcp","unknown",""
"35425","tcp","unknown",""
"35426","tcp","unknown",""
"35427","tcp","unknown",""
"35428","tcp","unknown",""
"35429","tcp","unknown",""
"35430","tcp","unknown",""
"35431","tcp","unknown",""
"35432","tcp","unknown",""
"35433","tcp","unknown",""
"35434","tcp","unknown",""
"35435","tcp","unknown",""
"35436","tcp","unknown",""
"35437","tcp","unknown",""
"35438","tcp","unknown",""
"35439","tcp","unknown",""
"35440","tcp","unknown",""
"35441","tcp","unknown",""
"35442","tcp","unknown",""
"35443","tcp","unknown",""
"35444","tcp","unknown",""
"35445","tcp","unknown",""
"35446","tcp","unknown",""
"35447","tcp","unknown",""
"35448","tcp","unknown",""
"35449","tcp","unknown",""
"35450","tcp","unknown",""
"35451","tcp","unknown",""
"35452","tcp","unknown",""
"35453","tcp","unknown",""
"35454","tcp","unknown",""
"35455","tcp","unknown",""
"35456","tcp","unknown",""
"35457","tcp","unknown",""
"35458","tcp","unknown",""
"35459","tcp","unknown",""
"35460","tcp","unknown",""
"35461","tcp","unknown",""
"35462","tcp","unknown",""
"35463","tcp","unknown",""
"35464","tcp","unknown",""
"35465","tcp","unknown",""
"35466","tcp","unknown",""
"35467","tcp","unknown",""
"35468","tcp","unknown",""
"35469","tcp","unknown",""
"35470","tcp","unknown",""
"35471","tcp","unknown",""
"35472","tcp","unknown",""
"35473","tcp","unknown",""
"35474","tcp","unknown",""
"35475","tcp","unknown",""
"35476","tcp","unknown",""
"35477","tcp","unknown",""
"35478","tcp","unknown",""
"35479","tcp","unknown",""
"35480","tcp","unknown",""
"35481","tcp","unknown",""
"35482","tcp","unknown",""
"35483","tcp","unknown",""
"35484","tcp","unknown",""
"35485","tcp","unknown",""
"35486","tcp","unknown",""
"35487","tcp","unknown",""
"35488","tcp","unknown",""
"35489","tcp","unknown",""
"35490","tcp","unknown",""
"35491","tcp","unknown",""
"35492","tcp","unknown",""
"35493","tcp","unknown",""
"35494","tcp","unknown",""
"35495","tcp","unknown",""
"35496","tcp","unknown",""
"35497","tcp","unknown",""
"35498","tcp","unknown",""
"35499","tcp","unknown",""
"35500","tcp","unknown",""
"35501","tcp","unknown",""
"35502","tcp","unknown",""
"35503","tcp","unknown",""
"35504","tcp","unknown",""
"35505","tcp","unknown",""
"35506","tcp","unknown",""
"35507","tcp","unknown",""
"35508","tcp","unknown",""
"35509","tcp","unknown",""
"35510","tcp","unknown",""
"35511","tcp","unknown",""
"35512","tcp","unknown",""
"35513","tcp","unknown",""
"35514","tcp","unknown",""
"35515","tcp","unknown",""
"35516","tcp","unknown",""
"35517","tcp","unknown",""
"35518","tcp","unknown",""
"35519","tcp","unknown",""
"35520","tcp","unknown",""
"35521","tcp","unknown",""
"35522","tcp","unknown",""
"35523","tcp","unknown",""
"35524","tcp","unknown",""
"35525","tcp","unknown",""
"35526","tcp","unknown",""
"35527","tcp","unknown",""
"35528","tcp","unknown",""
"35529","tcp","unknown",""
"35530","tcp","unknown",""
"35531","tcp","unknown",""
"35532","tcp","unknown",""
"35533","tcp","unknown",""
"35534","tcp","unknown",""
"35535","tcp","unknown",""
"35536","tcp","unknown",""
"35537","tcp","unknown",""
"35538","tcp","unknown",""
"35539","tcp","unknown",""
"35540","tcp","unknown",""
"35541","tcp","unknown",""
"35542","tcp","unknown",""
"35543","tcp","unknown",""
"35544","tcp","unknown",""
"35545","tcp","unknown",""
"35546","tcp","unknown",""
"35547","tcp","unknown",""
"35548","tcp","unknown",""
"35549","tcp","unknown",""
"35550","tcp","unknown",""
"35551","tcp","unknown",""
"35552","tcp","unknown",""
"35553","tcp","unknown",""
"35554","tcp","unknown",""
"35555","tcp","unknown",""
"35556","tcp","unknown",""
"35557","tcp","unknown",""
"35558","tcp","unknown",""
"35559","tcp","unknown",""
"35560","tcp","unknown",""
"35561","tcp","unknown",""
"35562","tcp","unknown",""
"35563","tcp","unknown",""
"35564","tcp","unknown",""
"35565","tcp","unknown",""
"35566","tcp","unknown",""
"35567","tcp","unknown",""
"35568","tcp","unknown",""
"35569","tcp","unknown",""
"35570","tcp","unknown",""
"35571","tcp","unknown",""
"35572","tcp","unknown",""
"35573","tcp","unknown",""
"35574","tcp","unknown",""
"35575","tcp","unknown",""
"35576","tcp","unknown",""
"35577","tcp","unknown",""
"35578","tcp","unknown",""
"35579","tcp","unknown",""
"35580","tcp","unknown",""
"35581","tcp","unknown",""
"35582","tcp","unknown",""
"35583","tcp","unknown",""
"35584","tcp","unknown",""
"35585","tcp","unknown",""
"35586","tcp","unknown",""
"35587","tcp","unknown",""
"35588","tcp","unknown",""
"35589","tcp","unknown",""
"35590","tcp","unknown",""
"35591","tcp","unknown",""
"35592","tcp","unknown",""
"35593","tcp","unknown",""
"35594","tcp","unknown",""
"35595","tcp","unknown",""
"35596","tcp","unknown",""
"35597","tcp","unknown",""
"35598","tcp","unknown",""
"35599","tcp","unknown",""
"35600","tcp","unknown",""
"35601","tcp","unknown",""
"35602","tcp","unknown",""
"35603","tcp","unknown",""
"35604","tcp","unknown",""
"35605","tcp","unknown",""
"35606","tcp","unknown",""
"35607","tcp","unknown",""
"35608","tcp","unknown",""
"35609","tcp","unknown",""
"35610","tcp","unknown",""
"35611","tcp","unknown",""
"35612","tcp","unknown",""
"35613","tcp","unknown",""
"35614","tcp","unknown",""
"35615","tcp","unknown",""
"35616","tcp","unknown",""
"35617","tcp","unknown",""
"35618","tcp","unknown",""
"35619","tcp","unknown",""
"35620","tcp","unknown",""
"35621","tcp","unknown",""
"35622","tcp","unknown",""
"35623","tcp","unknown",""
"35624","tcp","unknown",""
"35625","tcp","unknown",""
"35626","tcp","unknown",""
"35627","tcp","unknown",""
"35628","tcp","unknown",""
"35629","tcp","unknown",""
"35630","tcp","unknown",""
"35631","tcp","unknown",""
"35632","tcp","unknown",""
"35633","tcp","unknown",""
"35634","tcp","unknown",""
"35635","tcp","unknown",""
"35636","tcp","unknown",""
"35637","tcp","unknown",""
"35638","tcp","unknown",""
"35639","tcp","unknown",""
"35640","tcp","unknown",""
"35641","tcp","unknown",""
"35642","tcp","unknown",""
"35643","tcp","unknown",""
"35644","tcp","unknown",""
"35645","tcp","unknown",""
"35646","tcp","unknown",""
"35647","tcp","unknown",""
"35648","tcp","unknown",""
"35649","tcp","unknown",""
"35650","tcp","unknown",""
"35651","tcp","unknown",""
"35652","tcp","unknown",""
"35653","tcp","unknown",""
"35654","tcp","unknown",""
"35655","tcp","unknown",""
"35656","tcp","unknown",""
"35657","tcp","unknown",""
"35658","tcp","unknown",""
"35659","tcp","unknown",""
"35660","tcp","unknown",""
"35661","tcp","unknown",""
"35662","tcp","unknown",""
"35663","tcp","unknown",""
"35664","tcp","unknown",""
"35665","tcp","unknown",""
"35666","tcp","unknown",""
"35667","tcp","unknown",""
"35668","tcp","unknown",""
"35669","tcp","unknown",""
"35670","tcp","unknown",""
"35671","tcp","unknown",""
"35672","tcp","unknown",""
"35673","tcp","unknown",""
"35674","tcp","unknown",""
"35675","tcp","unknown",""
"35676","tcp","unknown",""
"35677","tcp","unknown",""
"35678","tcp","unknown",""
"35679","tcp","unknown",""
"35680","tcp","unknown",""
"35681","tcp","unknown",""
"35682","tcp","unknown",""
"35683","tcp","unknown",""
"35684","tcp","unknown",""
"35685","tcp","unknown",""
"35686","tcp","unknown",""
"35687","tcp","unknown",""
"35688","tcp","unknown",""
"35689","tcp","unknown",""
"35690","tcp","unknown",""
"35691","tcp","unknown",""
"35692","tcp","unknown",""
"35693","tcp","unknown",""
"35694","tcp","unknown",""
"35695","tcp","unknown",""
"35696","tcp","unknown",""
"35697","tcp","unknown",""
"35698","tcp","unknown",""
"35699","tcp","unknown",""
"35700","tcp","unknown",""
"35701","tcp","unknown",""
"35702","tcp","unknown",""
"35703","tcp","unknown",""
"35704","tcp","unknown",""
"35705","tcp","unknown",""
"35706","tcp","unknown",""
"35707","tcp","unknown",""
"35708","tcp","unknown",""
"35709","tcp","unknown",""
"35710","tcp","unknown",""
"35711","tcp","unknown",""
"35712","tcp","unknown",""
"35713","tcp","unknown",""
"35714","tcp","unknown",""
"35715","tcp","unknown",""
"35716","tcp","unknown",""
"35717","tcp","unknown",""
"35718","tcp","unknown",""
"35719","tcp","unknown",""
"35720","tcp","unknown",""
"35721","tcp","unknown",""
"35722","tcp","unknown",""
"35723","tcp","unknown",""
"35724","tcp","unknown",""
"35725","tcp","unknown",""
"35726","tcp","unknown",""
"35727","tcp","unknown",""
"35728","tcp","unknown",""
"35729","tcp","unknown",""
"35730","tcp","unknown",""
"35731","tcp","unknown",""
"35732","tcp","unknown",""
"35733","tcp","unknown",""
"35734","tcp","unknown",""
"35735","tcp","unknown",""
"35736","tcp","unknown",""
"35737","tcp","unknown",""
"35738","tcp","unknown",""
"35739","tcp","unknown",""
"35740","tcp","unknown",""
"35741","tcp","unknown",""
"35742","tcp","unknown",""
"35743","tcp","unknown",""
"35744","tcp","unknown",""
"35745","tcp","unknown",""
"35746","tcp","unknown",""
"35747","tcp","unknown",""
"35748","tcp","unknown",""
"35749","tcp","unknown",""
"35750","tcp","unknown",""
"35751","tcp","unknown",""
"35752","tcp","unknown",""
"35753","tcp","unknown",""
"35754","tcp","unknown",""
"35755","tcp","unknown",""
"35756","tcp","unknown",""
"35757","tcp","unknown",""
"35758","tcp","unknown",""
"35759","tcp","unknown",""
"35760","tcp","unknown",""
"35761","tcp","unknown",""
"35762","tcp","unknown",""
"35763","tcp","unknown",""
"35764","tcp","unknown",""
"35765","tcp","unknown",""
"35766","tcp","unknown",""
"35767","tcp","unknown",""
"35768","tcp","unknown",""
"35769","tcp","unknown",""
"35770","tcp","unknown",""
"35771","tcp","unknown",""
"35772","tcp","unknown",""
"35773","tcp","unknown",""
"35774","tcp","unknown",""
"35775","tcp","unknown",""
"35776","tcp","unknown",""
"35777","tcp","unknown",""
"35778","tcp","unknown",""
"35779","tcp","unknown",""
"35780","tcp","unknown",""
"35781","tcp","unknown",""
"35782","tcp","unknown",""
"35783","tcp","unknown",""
"35784","tcp","unknown",""
"35785","tcp","unknown",""
"35786","tcp","unknown",""
"35787","tcp","unknown",""
"35788","tcp","unknown",""
"35789","tcp","unknown",""
"35790","tcp","unknown",""
"35791","tcp","unknown",""
"35792","tcp","unknown",""
"35793","tcp","unknown",""
"35794","tcp","unknown",""
"35795","tcp","unknown",""
"35796","tcp","unknown",""
"35797","tcp","unknown",""
"35798","tcp","unknown",""
"35799","tcp","unknown",""
"35800","tcp","unknown",""
"35801","tcp","unknown",""
"35802","tcp","unknown",""
"35803","tcp","unknown",""
"35804","tcp","unknown",""
"35805","tcp","unknown",""
"35806","tcp","unknown",""
"35807","tcp","unknown",""
"35808","tcp","unknown",""
"35809","tcp","unknown",""
"35810","tcp","unknown",""
"35811","tcp","unknown",""
"35812","tcp","unknown",""
"35813","tcp","unknown",""
"35814","tcp","unknown",""
"35815","tcp","unknown",""
"35816","tcp","unknown",""
"35817","tcp","unknown",""
"35818","tcp","unknown",""
"35819","tcp","unknown",""
"35820","tcp","unknown",""
"35821","tcp","unknown",""
"35822","tcp","unknown",""
"35823","tcp","unknown",""
"35824","tcp","unknown",""
"35825","tcp","unknown",""
"35826","tcp","unknown",""
"35827","tcp","unknown",""
"35828","tcp","unknown",""
"35829","tcp","unknown",""
"35830","tcp","unknown",""
"35831","tcp","unknown",""
"35832","tcp","unknown",""
"35833","tcp","unknown",""
"35834","tcp","unknown",""
"35835","tcp","unknown",""
"35836","tcp","unknown",""
"35837","tcp","unknown",""
"35838","tcp","unknown",""
"35839","tcp","unknown",""
"35840","tcp","unknown",""
"35841","tcp","unknown",""
"35842","tcp","unknown",""
"35843","tcp","unknown",""
"35844","tcp","unknown",""
"35845","tcp","unknown",""
"35846","tcp","unknown",""
"35847","tcp","unknown",""
"35848","tcp","unknown",""
"35849","tcp","unknown",""
"35850","tcp","unknown",""
"35851","tcp","unknown",""
"35852","tcp","unknown",""
"35853","tcp","unknown",""
"35854","tcp","unknown",""
"35855","tcp","unknown",""
"35856","tcp","unknown",""
"35857","tcp","unknown",""
"35858","tcp","unknown",""
"35859","tcp","unknown",""
"35860","tcp","unknown",""
"35861","tcp","unknown",""
"35862","tcp","unknown",""
"35863","tcp","unknown",""
"35864","tcp","unknown",""
"35865","tcp","unknown",""
"35866","tcp","unknown",""
"35867","tcp","unknown",""
"35868","tcp","unknown",""
"35869","tcp","unknown",""
"35870","tcp","unknown",""
"35871","tcp","unknown",""
"35872","tcp","unknown",""
"35873","tcp","unknown",""
"35874","tcp","unknown",""
"35875","tcp","unknown",""
"35876","tcp","unknown",""
"35877","tcp","unknown",""
"35878","tcp","unknown",""
"35879","tcp","unknown",""
"35880","tcp","unknown",""
"35881","tcp","unknown",""
"35882","tcp","unknown",""
"35883","tcp","unknown",""
"35884","tcp","unknown",""
"35885","tcp","unknown",""
"35886","tcp","unknown",""
"35887","tcp","unknown",""
"35888","tcp","unknown",""
"35889","tcp","unknown",""
"35890","tcp","unknown",""
"35891","tcp","unknown",""
"35892","tcp","unknown",""
"35893","tcp","unknown",""
"35894","tcp","unknown",""
"35895","tcp","unknown",""
"35896","tcp","unknown",""
"35897","tcp","unknown",""
"35898","tcp","unknown",""
"35899","tcp","unknown",""
"35900","tcp","unknown",""
"35901","tcp","unknown",""
"35902","tcp","unknown",""
"35903","tcp","unknown",""
"35904","tcp","unknown",""
"35905","tcp","unknown",""
"35906","tcp","unknown",""
"35907","tcp","unknown",""
"35908","tcp","unknown",""
"35909","tcp","unknown",""
"35910","tcp","unknown",""
"35911","tcp","unknown",""
"35912","tcp","unknown",""
"35913","tcp","unknown",""
"35914","tcp","unknown",""
"35915","tcp","unknown",""
"35916","tcp","unknown",""
"35917","tcp","unknown",""
"35918","tcp","unknown",""
"35919","tcp","unknown",""
"35920","tcp","unknown",""
"35921","tcp","unknown",""
"35922","tcp","unknown",""
"35923","tcp","unknown",""
"35924","tcp","unknown",""
"35925","tcp","unknown",""
"35926","tcp","unknown",""
"35927","tcp","unknown",""
"35928","tcp","unknown",""
"35929","tcp","unknown",""
"35930","tcp","unknown",""
"35931","tcp","unknown",""
"35932","tcp","unknown",""
"35933","tcp","unknown",""
"35934","tcp","unknown",""
"35935","tcp","unknown",""
"35936","tcp","unknown",""
"35937","tcp","unknown",""
"35938","tcp","unknown",""
"35939","tcp","unknown",""
"35940","tcp","unknown",""
"35941","tcp","unknown",""
"35942","tcp","unknown",""
"35943","tcp","unknown",""
"35944","tcp","unknown",""
"35945","tcp","unknown",""
"35946","tcp","unknown",""
"35947","tcp","unknown",""
"35948","tcp","unknown",""
"35949","tcp","unknown",""
"35950","tcp","unknown",""
"35951","tcp","unknown",""
"35952","tcp","unknown",""
"35953","tcp","unknown",""
"35954","tcp","unknown",""
"35955","tcp","unknown",""
"35956","tcp","unknown",""
"35957","tcp","unknown",""
"35958","tcp","unknown",""
"35959","tcp","unknown",""
"35960","tcp","unknown",""
"35961","tcp","unknown",""
"35962","tcp","unknown",""
"35963","tcp","unknown",""
"35964","tcp","unknown",""
"35965","tcp","unknown",""
"35966","tcp","unknown",""
"35967","tcp","unknown",""
"35968","tcp","unknown",""
"35969","tcp","unknown",""
"35970","tcp","unknown",""
"35971","tcp","unknown",""
"35972","tcp","unknown",""
"35973","tcp","unknown",""
"35974","tcp","unknown",""
"35975","tcp","unknown",""
"35976","tcp","unknown",""
"35977","tcp","unknown",""
"35978","tcp","unknown",""
"35979","tcp","unknown",""
"35980","tcp","unknown",""
"35981","tcp","unknown",""
"35982","tcp","unknown",""
"35983","tcp","unknown",""
"35984","tcp","unknown",""
"35985","tcp","unknown",""
"35986","tcp","unknown",""
"35987","tcp","unknown",""
"35988","tcp","unknown",""
"35989","tcp","unknown",""
"35990","tcp","unknown",""
"35991","tcp","unknown",""
"35992","tcp","unknown",""
"35993","tcp","unknown",""
"35994","tcp","unknown",""
"35995","tcp","unknown",""
"35996","tcp","unknown",""
"35997","tcp","unknown",""
"35998","tcp","unknown",""
"35999","tcp","unknown",""
"36000","tcp","unknown",""
"36001","tcp","allpeers","AllPeers Network"
"36002","tcp","unknown",""
"36003","tcp","unknown",""
"36004","tcp","unknown",""
"36005","tcp","unknown",""
"36006","tcp","unknown",""
"36007","tcp","unknown",""
"36008","tcp","unknown",""
"36009","tcp","unknown",""
"36010","tcp","unknown",""
"36011","tcp","unknown",""
"36012","tcp","unknown",""
"36013","tcp","unknown",""
"36014","tcp","unknown",""
"36015","tcp","unknown",""
"36016","tcp","unknown",""
"36017","tcp","unknown",""
"36018","tcp","unknown",""
"36019","tcp","unknown",""
"36020","tcp","unknown",""
"36021","tcp","unknown",""
"36022","tcp","unknown",""
"36023","tcp","unknown",""
"36024","tcp","unknown",""
"36025","tcp","unknown",""
"36026","tcp","unknown",""
"36027","tcp","unknown",""
"36028","tcp","unknown",""
"36029","tcp","unknown",""
"36030","tcp","unknown",""
"36031","tcp","unknown",""
"36032","tcp","unknown",""
"36033","tcp","unknown",""
"36034","tcp","unknown",""
"36035","tcp","unknown",""
"36036","tcp","unknown",""
"36037","tcp","unknown",""
"36038","tcp","unknown",""
"36039","tcp","unknown",""
"36040","tcp","unknown",""
"36041","tcp","unknown",""
"36042","tcp","unknown",""
"36043","tcp","unknown",""
"36044","tcp","unknown",""
"36045","tcp","unknown",""
"36046","tcp","unknown",""
"36047","tcp","unknown",""
"36048","tcp","unknown",""
"36049","tcp","unknown",""
"36050","tcp","unknown",""
"36051","tcp","unknown",""
"36052","tcp","unknown",""
"36053","tcp","unknown",""
"36054","tcp","unknown",""
"36055","tcp","unknown",""
"36056","tcp","unknown",""
"36057","tcp","unknown",""
"36058","tcp","unknown",""
"36059","tcp","unknown",""
"36060","tcp","unknown",""
"36061","tcp","unknown",""
"36062","tcp","unknown",""
"36063","tcp","unknown",""
"36064","tcp","unknown",""
"36065","tcp","unknown",""
"36066","tcp","unknown",""
"36067","tcp","unknown",""
"36068","tcp","unknown",""
"36069","tcp","unknown",""
"36070","tcp","unknown",""
"36071","tcp","unknown",""
"36072","tcp","unknown",""
"36073","tcp","unknown",""
"36074","tcp","unknown",""
"36075","tcp","unknown",""
"36076","tcp","unknown",""
"36077","tcp","unknown",""
"36078","tcp","unknown",""
"36079","tcp","unknown",""
"36080","tcp","unknown",""
"36081","tcp","unknown",""
"36082","tcp","unknown",""
"36083","tcp","unknown",""
"36084","tcp","unknown",""
"36085","tcp","unknown",""
"36086","tcp","unknown",""
"36087","tcp","unknown",""
"36088","tcp","unknown",""
"36089","tcp","unknown",""
"36090","tcp","unknown",""
"36091","tcp","unknown",""
"36092","tcp","unknown",""
"36093","tcp","unknown",""
"36094","tcp","unknown",""
"36095","tcp","unknown",""
"36096","tcp","unknown",""
"36097","tcp","unknown",""
"36098","tcp","unknown",""
"36099","tcp","unknown",""
"36100","tcp","unknown",""
"36101","tcp","unknown",""
"36102","tcp","unknown",""
"36103","tcp","unknown",""
"36104","tcp","unknown",""
"36105","tcp","unknown",""
"36106","tcp","unknown",""
"36107","tcp","unknown",""
"36108","tcp","unknown",""
"36109","tcp","unknown",""
"36110","tcp","unknown",""
"36111","tcp","unknown",""
"36112","tcp","unknown",""
"36113","tcp","unknown",""
"36114","tcp","unknown",""
"36115","tcp","unknown",""
"36116","tcp","unknown",""
"36117","tcp","unknown",""
"36118","tcp","unknown",""
"36119","tcp","unknown",""
"36120","tcp","unknown",""
"36121","tcp","unknown",""
"36122","tcp","unknown",""
"36123","tcp","unknown",""
"36124","tcp","unknown",""
"36125","tcp","unknown",""
"36126","tcp","unknown",""
"36127","tcp","unknown",""
"36128","tcp","unknown",""
"36129","tcp","unknown",""
"36130","tcp","unknown",""
"36131","tcp","unknown",""
"36132","tcp","unknown",""
"36133","tcp","unknown",""
"36134","tcp","unknown",""
"36135","tcp","unknown",""
"36136","tcp","unknown",""
"36137","tcp","unknown",""
"36138","tcp","unknown",""
"36139","tcp","unknown",""
"36140","tcp","unknown",""
"36141","tcp","unknown",""
"36142","tcp","unknown",""
"36143","tcp","unknown",""
"36144","tcp","unknown",""
"36145","tcp","unknown",""
"36146","tcp","unknown",""
"36147","tcp","unknown",""
"36148","tcp","unknown",""
"36149","tcp","unknown",""
"36150","tcp","unknown",""
"36151","tcp","unknown",""
"36152","tcp","unknown",""
"36153","tcp","unknown",""
"36154","tcp","unknown",""
"36155","tcp","unknown",""
"36156","tcp","unknown",""
"36157","tcp","unknown",""
"36158","tcp","unknown",""
"36159","tcp","unknown",""
"36160","tcp","unknown",""
"36161","tcp","unknown",""
"36162","tcp","unknown",""
"36163","tcp","unknown",""
"36164","tcp","unknown",""
"36165","tcp","unknown",""
"36166","tcp","unknown",""
"36167","tcp","unknown",""
"36168","tcp","unknown",""
"36169","tcp","unknown",""
"36170","tcp","unknown",""
"36171","tcp","unknown",""
"36172","tcp","unknown",""
"36173","tcp","unknown",""
"36174","tcp","unknown",""
"36175","tcp","unknown",""
"36176","tcp","unknown",""
"36177","tcp","unknown",""
"36178","tcp","unknown",""
"36179","tcp","unknown",""
"36180","tcp","unknown",""
"36181","tcp","unknown",""
"36182","tcp","unknown",""
"36183","tcp","unknown",""
"36184","tcp","unknown",""
"36185","tcp","unknown",""
"36186","tcp","unknown",""
"36187","tcp","unknown",""
"36188","tcp","unknown",""
"36189","tcp","unknown",""
"36190","tcp","unknown",""
"36191","tcp","unknown",""
"36192","tcp","unknown",""
"36193","tcp","unknown",""
"36194","tcp","unknown",""
"36195","tcp","unknown",""
"36196","tcp","unknown",""
"36197","tcp","unknown",""
"36198","tcp","unknown",""
"36199","tcp","unknown",""
"36200","tcp","unknown",""
"36201","tcp","unknown",""
"36202","tcp","unknown",""
"36203","tcp","unknown",""
"36204","tcp","unknown",""
"36205","tcp","unknown",""
"36206","tcp","unknown",""
"36207","tcp","unknown",""
"36208","tcp","unknown",""
"36209","tcp","unknown",""
"36210","tcp","unknown",""
"36211","tcp","unknown",""
"36212","tcp","unknown",""
"36213","tcp","unknown",""
"36214","tcp","unknown",""
"36215","tcp","unknown",""
"36216","tcp","unknown",""
"36217","tcp","unknown",""
"36218","tcp","unknown",""
"36219","tcp","unknown",""
"36220","tcp","unknown",""
"36221","tcp","unknown",""
"36222","tcp","unknown",""
"36223","tcp","unknown",""
"36224","tcp","unknown",""
"36225","tcp","unknown",""
"36226","tcp","unknown",""
"36227","tcp","unknown",""
"36228","tcp","unknown",""
"36229","tcp","unknown",""
"36230","tcp","unknown",""
"36231","tcp","unknown",""
"36232","tcp","unknown",""
"36233","tcp","unknown",""
"36234","tcp","unknown",""
"36235","tcp","unknown",""
"36236","tcp","unknown",""
"36237","tcp","unknown",""
"36238","tcp","unknown",""
"36239","tcp","unknown",""
"36240","tcp","unknown",""
"36241","tcp","unknown",""
"36242","tcp","unknown",""
"36243","tcp","unknown",""
"36244","tcp","unknown",""
"36245","tcp","unknown",""
"36246","tcp","unknown",""
"36247","tcp","unknown",""
"36248","tcp","unknown",""
"36249","tcp","unknown",""
"36250","tcp","unknown",""
"36251","tcp","unknown",""
"36252","tcp","unknown",""
"36253","tcp","unknown",""
"36254","tcp","unknown",""
"36255","tcp","unknown",""
"36256","tcp","unknown",""
"36257","tcp","unknown",""
"36258","tcp","unknown",""
"36259","tcp","unknown",""
"36260","tcp","unknown",""
"36261","tcp","unknown",""
"36262","tcp","unknown",""
"36263","tcp","unknown",""
"36264","tcp","unknown",""
"36265","tcp","unknown",""
"36266","tcp","unknown",""
"36267","tcp","unknown",""
"36268","tcp","unknown",""
"36269","tcp","unknown",""
"36270","tcp","unknown",""
"36271","tcp","unknown",""
"36272","tcp","unknown",""
"36273","tcp","unknown",""
"36274","tcp","unknown",""
"36275","tcp","unknown",""
"36276","tcp","unknown",""
"36277","tcp","unknown",""
"36278","tcp","unknown",""
"36279","tcp","unknown",""
"36280","tcp","unknown",""
"36281","tcp","unknown",""
"36282","tcp","unknown",""
"36283","tcp","unknown",""
"36284","tcp","unknown",""
"36285","tcp","unknown",""
"36286","tcp","unknown",""
"36287","tcp","unknown",""
"36288","tcp","unknown",""
"36289","tcp","unknown",""
"36290","tcp","unknown",""
"36291","tcp","unknown",""
"36292","tcp","unknown",""
"36293","tcp","unknown",""
